status,zxloanbalanceamt,zxcrecardacctnowtotaldelqamt,zxrcy3mcrecardquerycnt,zxissubankcnt,zxcreditcarddelqstatus24months,zxaccountcnt,zxcrecardnowshouldpayamt,zxcreditcarddelqstatus30dayyues,zxrcy6mavgusecreditamt,zxrcy6mcrecardquerycompanycnt,zxusecreditamt,zxfirstcrecarddate,zxcrecardusecreditrate,zxcreditbal,zxcreditcarddelqstatus60to90days,zxcreditcarddelqstatus30to60days,zxrcy6mcrecardquerycnt,zxcreditcarddelqstatus6to12month,zxcreditcarddelqstatus90to180day,zxcreditcardaccudelqcnt,zxrcy24mcrecardmaxdelqperiod,zxrcy12mcrecardmaxdelqperiod,zxrcy6mcrecardmaxdelqperiod,zxrcyquerydate
0,71461,0,1,10,1,16,14374,N,119229,3,100196,38281,0.4289,100196,N,N,3,N,1,6,1,1,1,43180.57084
0,-9999,0,1,2,N,4,5611,N,42750,1,44484,39038,0.7773,44484,N,N,1,N,N,0,0,0,0,43352.36138
0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43226.06398
0,-9999,0,8,7,N,12,12762,N,145648,8,144804,38958,0.6328,144804,N,N,12,N,N,1,0,0,0,43174.97728
0,80400,0,6,5,1,7,14235,N,135384,7,132943,41887,0.9142,132943,N,N,9,N,N,2,1,0,0,43474.81549
0,1767,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43330.02545
0,54100,0,1,11,N,19,26927,N,215620,4,274982,39011,0.5263,274982,N,N,4,1,N,1,1,1,0,43356.51358
0,78607,0,0,3,N,4,702,N,11349,0,8191,37780,0.5159,8191,N,N,0,N,N,0,0,0,0,43224.59762
0,8335,0,0,10,N,12,7763,N,102537,4,110380,41086,0.8439,110380,N,N,4,N,N,1,0,0,0,43223.59579
0,116645,0,0,3,*,4,0,*,0,0,0,39159,0,0,*,*,0,*,*,1,0,0,0,43182.49487
0,0,0,1,5,1,20,2,N,9387,1,36399,40368,0.0442,36399,N,N,1,N,1,6,1,1,1,43227.38608
0,31272,0,0,4,1,5,6272,N,60252,1,59863,38089,1.0042,59863,N,N,1,N,N,1,1,0,0,43231.01905
0,65775,0,3,8,N,11,29438,N,308054,5,386445,39017,0.7242,386445,N,N,6,N,N,0,0,0,0,43362.20648
0,288352,0,0,9,N,16,20472,N,189773,0,189543,38987,0.9782,189543,N,N,0,N,N,4,0,0,0,43215.68563
0,426714,0,5,13,N,36,26379,N,174521,8,145052,39883,0.5093,145052,N,N,12,N,N,3,0,0,0,43213.05984
0,56300,0,0,3,N,5,13449,N,62373,0,28525,39343,0.3427,28525,1,N,0,N,N,1,1,1,1,43239.00519
0,398263,0,1,7,N,8,60784,N,174384,1,175676,38967,0.9852,175676,N,N,1,N,N,1,0,0,0,43541.74316
0,-9999,0,0,1,N,1,93,N,83,0,405,42478,0.0083,405,*,N,0,N,*,0,0,0,0,43495.5462
0,67500,1983,0,4,N,14,6785,1,57416,4,111160,42297,0.4845,111160,N,1,5,1,N,3,1,1,1,43291.82792
0,-9999,0,10,1,-9999,1,0,-9999,0,11,0,43131,0,0,-9999,-9999,13,-9999,-9999,0,0,0,0,43209.44285
0,10000,0,11,6,N,9,2849,N,46498,10,66308,41109,0.7045,66308,*,N,11,N,*,0,0,0,0,43184.42854
0,-9999,0,0,1,N,2,5839,N,12277,0,23289,42592,0.4092,23289,N,N,0,N,N,0,0,0,0,43146.52506
0,526,0,0,1,N,2,1294,N,11882,0,12603,41823,1.0802,12603,N,N,0,N,N,2,0,0,0,43497.66535
0,422917,0,0,3,N,5,11084,N,85328,0,112514,36788,0.6052,112514,N,N,0,N,N,0,0,0,0,43472.54036
0,1027308,0,0,10,N,14,22562,N,166366,1,159362,39786,0.5373,159362,N,N,2,N,1,1,1,1,1,43353.58543
1,43890,0,1,5,N,8,4910,N,60997,1,61290,40441,1.1296,61290,N,N,1,N,N,0,0,0,0,43185.67638
0,498438,0,1,9,N,20,17986,N,208997,3,227592,39199,0.8695,227592,N,N,3,N,N,3,0,0,0,43169.56709
0,1565093,0,7,8,1,21,75629,N,310383,7,317227,39230,0.9116,317227,N,N,11,1,N,4,1,1,0,43168.5644
1,1079193,0,0,5,N,10,30432,N,329197,0,324377,41005,0.8909,324377,N,N,0,N,N,0,0,0,0,43171.67679
0,1157855,0,0,8,1,14,17117,N,164191,0,179846,40415,0.8642,179846,N,N,0,N,N,3,1,0,0,43190.52924
0,28010,0,0,10,N,16,34592,N,292698,3,296136,39196,0.8616,296136,N,N,3,N,N,1,0,0,0,43192.91689
0,30882,0,0,8,N,12,6393,N,81683,1,80139,40478,0.7359,80139,N,N,1,N,N,7,0,0,0,43287.58735
0,15921,0,2,9,3,21,17993,N,173879,2,175868,40410,0.9993,175868,N,N,2,1,N,5,3,1,0,43298.43138
0,44300,0,3,6,N,12,8486,N,125271,5,114046,39041,0.5992,114046,N,N,5,N,N,4,0,0,0,43325.11723
0,0,0,0,3,1,5,9853,N,87652,0,89093,39679,1.2522,89093,N,N,0,1,N,5,1,1,0,43405.05094
0,70427,0,0,1,2,2,1203,N,10232,0,20275,41866,0.5116,20275,N,N,0,N,N,6,2,0,0,43420.01883
0,-9999,0,0,2,N,3,1007,N,2189,1,788,42146,0.3127,788,N,N,1,N,N,0,0,0,0,43163.84274
0,16218,0,0,2,/,5,1657,N,3272,1,2248,42859,0.0743,2248,N,N,1,N,N,0,0,0,0,43219.4501
0,21989,0,0,6,N,10,3300,N,13560,1,25769,41351,0.1455,25769,N,1,1,N,N,1,1,1,1,43491.87419
0,126000,8,7,9,N,12,8887,1,76748,7,58260,40412,0.2667,58260,N,N,8,N,N,2,1,1,1,43313.71887
0,7011895,0,0,5,N,11,6037,N,55527,0,77853,41124,0.8596,77853,N,N,0,N,N,1,0,0,0,43310.52225
0,83437,0,0,7,N,11,20969,N,236028,0,250520,38945,0.8253,250520,N,N,0,N,N,1,0,0,0,43357.40081
0,1901590,0,1,3,N,6,11612,N,69947,1,54604,39811,0.3997,54604,N,N,1,N,N,3,0,0,0,43161.4553
0,49184,0,0,12,N,16,11342,N,240813,0,236542,39504,0.5559,236542,N,N,0,N,N,0,0,0,0,43469.38788
0,-9999,0,2,2,*,2,1477,N,3377,2,0,40718,0.2111,0,N,N,2,N,1,6,1,1,1,43228.35234
0,802173,0,1,6,N,9,7431,N,25279,1,26221,39610,0.3118,26221,N,N,1,N,N,2,0,0,0,43357.41126
0,-9999,1336,0,2,N,3,3835,1,33010,0,30158,40749,1.1003,30158,N,N,0,N,N,2,1,1,1,43273.76058
0,84371,0,0,2,*,3,1620,N,5146,1,3896,43000,0.5146,3896,N,N,1,*,N,0,0,0,0,43455.4317
0,22565,0,0,3,N,4,1983,N,5424,0,4183,41338,0.3616,4183,N,N,0,N,N,0,0,0,0,43388.40345
0,-9999,0,3,4,N,6,3282,N,38715,3,32244,39231,1.0754,32244,N,N,3,N,N,7,0,0,0,43307.44513
0,27628,0,0,3,1,4,215,N,8352,0,6440,40070,0.0836,6440,N,N,0,N,N,6,1,0,0,43391.76275
1,88957,0,1,14,1,27,34175,N,280325,2,289389,39232,0.9104,289389,N,N,2,N,N,3,1,0,0,43319.68006
0,106532,0,3,7,N,9,16385,N,174732,5,112196,40511,0.8127,112196,N,N,5,N,N,7,0,0,0,43305.46321
1,12049,0,1,5,N,8,2475,N,8065,1,7062,41995,0.144,7062,N,N,1,N,N,0,0,0,0,43239.01042
0,148462,0,5,6,N,11,40542,N,107070,5,102556,40023,0.2959,102556,N,N,5,N,N,0,0,0,0,43258.1824
0,255079,0,0,5,N,8,10422,N,72454,0,73736,39779,0.9171,73736,N,N,0,N,N,1,0,0,0,43229.38204
0,34960,0,0,7,N,9,9759,N,96299,1,88207,40494,0.9171,88207,N,N,1,N,1,2,1,1,1,43237.0264
0,10995,0,0,3,N,4,3283,N,30353,0,31067,41023,0.976,31067,N,N,0,N,N,0,0,0,0,43173.86388
0,-9999,0,0,2,N,2,100,N,6184,0,6750,40996,0.1546,6750,N,N,0,N,N,5,0,0,0,43192.09442
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,51435,0,9,10,N,19,41740,N,305575,11,325336,40158,0.946,325336,N,N,24,N,N,1,0,0,0,43304.3415
0,195780,0,0,2,N,2,3235,N,16502,0,17134,41500,0.9168,17134,N,N,0,N,N,0,0,0,0,43416.00084
0,-9999,0,0,11,N,15,14924,N,194146,0,197480,39903,0.9223,197480,N,N,0,N,N,2,0,0,0,43210.58944
0,5236,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43461.60315
1,32743,0,0,4,N,7,6955,N,93874,0,93971,41164,0.9987,93971,N,N,0,N,N,0,0,0,0,43404.50822
0,40291,0,4,6,N,7,2347,N,50173,6,57310,40374,0.5535,57310,N,N,7,N,N,2,0,0,0,43178.56878
0,504193,0,0,5,N,6,2492,N,8695,0,843,40633,0.1825,843,N,N,0,1,N,1,1,1,0,43172.7495
1,-9999,0,0,2,1,4,4673,N,52422,0,57421,41704,0.9708,57421,N,N,0,N,N,2,1,0,0,43194.59956
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,317472,0,0,10,1,18,23845,N,224784,0,219604,38318,1.065,219604,N,N,0,N,N,2,1,0,0,43371.5872
0,108500,0,3,12,1,18,19236,N,88879,6,119140,39729,0.3807,119140,N,N,6,N,N,7,1,0,0,43299.5823
0,41349,0,0,2,1,4,2885,N,16733,0,15430,40643,0.9843,15430,N,N,0,N,1,6,1,1,1,43319.42134
0,35689,0,0,10,N,15,17475,N,159190,0,159794,39188,0.9561,159794,N,N,0,N,N,1,0,0,0,43186.53436
1,1360,0,0,2,1,4,80,N,721,0,1057,40144,0.1202,1057,N,N,0,1,N,2,1,1,0,43163.66744
0,284912,0,1,11,1,18,13274,N,94085,1,105057,39468,0.3973,105057,1,N,1,N,N,2,1,1,1,43261.08822
0,412824,0,0,12,N,25,2862,N,6660,0,6306,39468,0.0148,6306,N,N,0,N,N,1,0,0,0,43481.88688
0,756237,0,0,7,N,15,62459,N,374839,0,372611,37782,0.9324,372611,N,N,0,N,N,1,0,0,0,43183.59804
0,71204,0,3,4,N,14,9038,N,56533,3,60276,40954,0.5139,60017,N,N,3,N,N,0,0,0,0,43058.8765
0,10575,0,0,4,N,7,10522,N,126958,0,114910,40203,1.0406,114910,N,N,0,N,N,0,0,0,0,43229.2885
0,23980,0,0,4,N,5,3202,N,19369,0,15664,38581,0.3459,15664,N,N,0,N,N,0,0,0,0,43453.68534
0,282505,0,0,3,1,17,0,N,961,0,2081,38917,0.0163,2081,N,N,0,N,N,1,1,0,0,43417.02625
0,887204,0,0,3,N,5,2218,N,66875,0,63030,39417,0.8751,63030,*,N,0,N,1,1,1,1,1,43186.45683
1,549048,0,3,8,N,10,8289,N,121597,4,122374,41380,1.0201,122374,N,N,4,N,N,0,0,0,0,43353.01767
0,600,0,4,3,/,4,580,N,8493,4,15017,43055,0.4247,15017,N,N,4,/,N,0,0,0,0,43251.01795
0,219781,0,1,8,N,14,10000,N,37189,1,26118,40515,0.1721,26118,N,N,1,N,N,0,0,0,0,43419.02606
0,136274,0,0,13,1,22,6327,N,134517,1,132291,40037,0.5384,132291,N,N,1,N,N,1,1,0,0,43229.10601
0,215246,0,2,10,N,23,29822,N,262577,9,261992,38932,0.9984,261992,1,N,18,N,N,1,1,1,1,43173.93767
0,44789,0,4,7,N,28,6675,N,45885,6,59401,40512,0.2423,59401,1,N,8,N,N,3,1,1,1,43175.45056
0,476820,0,4,13,N,34,43523,N,416958,5,442848,39013,0.5708,442848,N,N,6,N,N,0,0,0,0,43351.74053
0,12833,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43423.0305
0,13033,0,0,2,/,4,132,N,250,2,269,43073,0.0714,269,N,N,2,N,N,0,0,0,0,43328.63252
0,0,0,2,4,N,8,4208,N,12179,2,14750,41822,0.09,14750,N,N,2,N,N,0,0,0,0,43219.31688
0,15000,0,0,8,N,13,7198,N,83780,1,135963,41542,0.3999,135963,N,N,1,N,N,0,0,0,0,43373.32744
0,4600,0,0,1,N,2,323,N,1829,1,2328,41682,0.0653,2328,N,N,1,N,N,0,0,0,0,43409.99811
0,42000,0,0,2,N,3,123,N,2981,0,287,41935,0.1491,287,N,N,0,N,N,0,0,0,0,43166.67941
1,7704,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,43313.9038
0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43369.61417
0,131250,0,5,5,*,8,1334,N,11384,7,12414,39155,0.3672,12414,N,N,10,N,N,0,0,0,0,43221.03503
0,7000,0,0,4,1,4,13319,N,29579,1,48670,41654,0.4695,48670,N,1,1,N,1,5,1,1,1,43158.05929
0,-9999,0,1,1,/,3,1228,N,2075,1,3060,43099,0.1969,3060,N,N,1,N,N,0,0,0,0,43367.4689
0,62000,0,5,7,N,20,3790,N,34448,6,61332,40658,0.1576,61332,N,N,7,N,N,2,0,0,0,43243.00037
0,30322,0,0,8,N,15,15575,N,113548,0,106362,40983,0.4889,106362,N,N,0,N,N,4,0,0,0,43169.5185
0,3031,0,0,3,N,6,3878,N,42016,0,35504,42802,0.7781,35504,N,N,0,N,N,0,0,0,0,43343.55984
0,-9999,0,0,1,*,1,1608,N,516,0,0,39641,0.172,0,N,1,0,*,*,4,1,1,1,43221.44164
0,5891,0,0,4,N,4,2257,N,37871,1,32618,42525,0.9237,32618,N,N,1,N,N,0,0,0,0,43229.15975
0,8292,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43358.41125
0,354104,0,0,4,N,7,6958,N,39359,0,35438,40247,1.0092,35438,N,N,0,N,N,1,0,0,0,43402.9469
0,-9999,0,0,2,N,4,11036,N,86748,0,65148,41661,1.4579,65148,N,1,0,N,1,3,1,1,1,43213.6474
0,294279,0,0,1,*,1,0,*,0,0,0,41656,0,0,*,*,0,*,*,0,0,0,0,43320.68468
1,17828,0,0,5,N,8,2745,N,26370,1,27740,40568,0.8482,27740,N,N,1,1,1,2,1,1,1,43161.01263
0,115000,0,0,10,N,24,18446,N,321287,0,323793,41281,0.6687,323793,N,N,0,N,N,0,0,0,0,43462.7189
0,446686,0,1,11,1,20,6743,N,74030,3,97780,40097,0.4786,97780,N,N,4,N,N,3,1,0,0,43456.77132
0,296406,716,0,5,*,6,998,1,28009,2,43668,40590,0.3219,43668,N,N,2,N,N,1,1,1,1,43309.39637
0,3000,0,0,3,2,3,6031,N,76602,0,75667,40288,0.9229,75667,N,N,0,N,N,6,2,0,0,43343.58981
0,44250,0,1,9,N,15,10255,N,99379,2,125650,39318,0.7557,125650,N,N,2,N,N,3,0,0,0,43240.01876
0,38000,0,0,3,N,5,7808,N,63646,0,70640,39821,0.6109,70640,N,N,0,N,N,0,0,0,0,43498.41862
0,346512,0,8,7,*,9,301,N,13016,8,25523,41865,0.2083,25523,N,N,11,N,N,0,0,0,0,43260.04888
0,3052022,0,4,15,1,21,2466,N,83742,6,51493,40647,0.1476,51493,N,N,6,N,N,2,1,0,0,43156.4241
0,79315,0,0,4,N,6,2133,N,22550,0,22401,40144,0.5568,22401,N,N,0,N,N,4,0,0,0,43108.74406
1,-9999,0,0,2,N,4,778,N,5065,5,6536,42944,0.4605,6536,N,N,5,N,N,0,0,0,0,43359.41284
0,-9999,0,3,9,1,21,6413,N,48314,3,86750,41325,0.4094,86750,N,N,3,N,N,3,1,0,0,43188.64411
0,423207,0,1,10,N,20,10846,N,132152,2,135936,40612,0.9052,135936,N,N,3,N,N,1,0,0,0,43225.35236
1,94472,0,0,6,N,15,10387,N,97040,0,90559,42383,0.9421,90559,N,N,0,N,N,0,0,0,0,43191.49244
0,9538,0,0,1,2,2,440,N,8362,0,8764,41204,1.0453,8764,N,N,0,N,N,5,2,0,0,43226.28918
0,-9999,0,0,3,*,3,0,*,0,0,0,40256,0,0,*,*,0,*,*,0,0,0,0,43464.52174
0,19338,0,0,4,/,7,291,N,2127,1,3154,41746,0.0575,3154,N,N,1,N,N,0,0,0,0,43408.50737
0,52967,0,0,9,N,12,6787,N,103589,0,127460,40364,0.4601,127460,N,N,0,N,N,2,0,0,0,43175.28928
1,26984,0,0,8,N,20,2631,N,58821,0,62147,42703,0.9049,62147,N,N,0,N,N,0,0,0,0,43226.10168
0,717800,0,5,4,N,5,0,N,9287,5,9499,42966,0.0876,9499,N,N,7,N,N,0,0,0,0,43410.99859
0,590815,0,1,6,N,10,11970,N,112823,6,110797,42555,1.0365,110797,N,N,6,N,N,0,0,0,0,43214.49119
0,6303,0,0,2,/,4,766,N,15125,1,14059,41932,0.7961,14059,N,N,1,N,N,2,0,0,0,43224.00258
0,-9999,1018,2,5,1,8,10467,1,94913,2,99073,40541,0.8994,99073,N,N,2,N,N,5,1,1,1,43354.21045
0,21998,0,2,5,N,9,37699,N,313190,5,318829,40040,0.9104,318829,N,N,5,1,N,6,1,1,0,43385.09358
0,856911,0,4,10,N,26,20974,N,235734,5,212660,40466,0.9844,212660,N,N,8,N,N,1,0,0,0,43393.39484
0,395162,0,0,2,*,3,0,*,1,0,0,39540,0.0001,0,*,*,0,N,N,0,0,0,0,43468.96924
0,642061,0,8,16,N,42,21096,N,192039,9,251667,41747,0.394,251667,N,N,12,N,N,2,0,0,0,43172.72503
1,486433,0,0,2,N,3,5733,N,130328,0,119265,42810,0.8418,119265,N,N,0,N,N,0,0,0,0,43374.25215
0,31499,0,0,7,N,9,6100,N,84506,1,86350,41690,0.939,86350,N,N,2,N,N,2,0,0,0,43173.67921
0,0,0,0,1,/,2,1922,N,8349,0,20521,42875,0.8349,20521,N,N,0,N,N,0,0,0,0,43193.56627
0,1191207,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43332.3395
0,1760723,0,1,9,N,13,28208,N,320521,2,323493,41871,1.058,323493,N,N,3,N,N,0,0,0,0,43191.24102
1,749869,0,1,9,N,25,20096,N,111268,4,128815,39327,0.3945,128815,N,N,4,1,1,3,1,1,1,43185.33683
0,18867,0,0,2,N,3,288,N,3527,0,2794,39797,0.1533,2794,N,N,0,N,N,0,0,0,0,43432.00668
0,11250,0,1,5,N,6,6493,N,26251,2,16489,39121,0.1123,16489,N,N,2,N,N,7,0,0,0,43310.55156
0,142541,0,0,12,N,22,19515,N,134048,0,135027,38576,0.4645,135027,N,N,0,1,N,1,1,1,0,43156.02993
0,70414,0,1,7,1,10,11597,N,178322,3,181633,39457,0.9163,181633,N,N,3,N,N,3,1,0,0,43183.54127
0,947019,0,1,8,N,20,21130,N,78794,3,48416,40056,0.275,48416,N,N,3,N,N,5,0,0,0,43162.59962
0,31032,0,0,7,N,10,14448,N,45606,0,53221,39349,0.3145,53221,N,N,0,N,N,2,0,0,0,43218.96448
0,10340,0,5,12,N,38,4564,N,36180,6,43797,41833,0.0996,43797,N,N,7,N,N,2,0,0,0,43173.28881
0,131385,0,12,6,/,18,3218,N,43965,10,57248,43018,0.7851,57248,N,N,14,N,N,0,0,0,0,43317.02301
0,1600,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43348.01498
1,-9999,0,1,3,1,5,1577,N,20281,1,23429,41124,0.4225,23429,N,N,1,N,N,4,1,0,0,43162.0074
0,43821,0,0,1,N,1,907,N,9718,0,11873,42466,0.4859,11873,N,N,0,N,N,0,0,0,0,43480.82222
0,5213,0,1,9,N,12,1305,N,95519,2,2701,40980,0.2854,2701,N,N,2,N,N,0,0,0,0,43352.55391
0,32485,0,0,4,1,13,4182,N,68253,0,74452,39643,0.948,74452,N,N,0,N,N,1,1,0,0,43225.58145
0,250776,0,5,6,*,8,414,N,61324,5,126313,39506,0.4105,126313,N,N,7,N,N,0,0,0,0,43318.06112
0,899621,0,1,5,N,8,22317,N,128809,2,78700,40770,0.3175,78700,N,N,2,N,N,1,0,0,0,43469.04326
0,28215,0,0,9,N,19,42074,N,398845,0,409030,39937,0.8701,409030,1,N,0,N,N,1,1,1,1,43224.45782
0,1600000,0,0,10,N,23,17003,N,142959,0,139139,39547,0.4489,139139,N,N,0,N,N,0,0,0,0,43220.97606
0,60950,0,0,3,N,7,8580,N,59644,0,53778,40047,0.6007,53778,N,N,0,N,N,0,0,0,0,43475.05135
0,1150881,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43494.74169
0,3769,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43392.47278
0,131039,0,0,8,N,15,18489,N,197202,3,174502,36881,1.0113,174502,N,N,4,N,N,0,0,0,0,43177.68601
0,-9999,0,0,6,N,7,3896,N,57125,0,57187,41949,0.9682,57187,N,N,0,N,1,1,1,1,1,43168.91579
0,7053,0,0,1,/,2,0,*,0,0,0,43468,-9999,0,/,/,0,/,/,0,0,0,0,43477.51207
0,80521,0,0,8,N,16,84509,N,477434,2,466055,39252,0.5833,466055,N,N,2,N,N,0,0,0,0,43160.00177
0,251750,0,0,8,N,15,43842,N,119836,0,102135,39399,0.3171,102135,N,N,0,N,N,0,0,0,0,43162.47874
0,548471,0,3,4,N,12,53827,N,129534,3,157171,39803,0.3141,157171,N,N,3,N,N,0,0,0,0,43175.78241
0,256581,0,1,7,N,10,20791,N,191702,2,190547,40320,0.7975,190547,N,N,3,N,N,1,0,0,0,43325.30008
1,3600,518,3,8,N,9,6276,1,54481,7,70482,41264,0.3694,70482,N,N,7,N,N,1,1,1,1,43301.79455
1,198513,0,0,8,N,10,3156,N,40851,2,40114,41923,0.9284,40114,N,N,2,N,N,3,0,0,0,43195.66735
0,23844,0,0,4,/,4,2028,N,17983,4,26707,43063,0.3597,26707,N,N,4,*,N,0,0,0,0,43257.03953
0,178667,0,0,7,C,15,38709,N,382923,0,369391,38464,0.9085,369391,N,N,0,C,C,1,0,0,0,43383.32632
0,11000,0,0,4,N,7,396,N,6032,0,3030,39377,0.1022,3030,N,N,0,N,N,0,0,0,0,43166.29221
1,9990,0,12,7,N,11,1172,N,41584,13,68634,42731,0.5331,68634,N,N,14,N,N,0,0,0,0,43208.04979
0,62500,0,0,10,N,13,54668,N,269084,1,247336,41480,0.893,247336,N,N,1,N,N,0,0,0,0,43227.41505
0,657902,0,0,5,N,6,8155,N,87519,2,45458,39740,0.5574,45458,N,N,2,N,N,7,0,0,0,43311.57272
0,196942,0,3,1,N,1,5849,N,53865,3,54420,41161,0.9287,54420,N,N,3,N,N,0,0,0,0,43226.37091
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,881907,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43172.56274
0,413926,0,0,2,N,3,7606,N,92703,1,73752,42570,0.865,73752,N,N,1,N,N,0,0,0,0,43356.46659
0,2353,0,1,9,N,22,11746,N,56317,2,48958,41977,0.9386,48958,N,N,2,N,N,0,0,0,0,43212.4937
0,13334,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43173.01737
0,62383,0,1,1,/,9,993,N,7124,3,22493,43079,0.1425,22493,N,N,3,/,*,0,0,0,0,43221.45075
0,803333,0,1,7,N,11,8623,N,141967,2,129214,39909,1.0421,129214,N,N,2,N,N,0,0,0,0,43187.58012
0,1043185,0,2,8,1,17,26944,N,158531,3,129682,41137,0.9372,129682,N,N,4,1,N,2,1,1,0,43180.73197
0,33975,0,0,7,N,11,13297,N,147364,0,148617,40289,0.9759,148617,N,N,0,N,N,1,0,0,0,43363.67601
0,353977,0,1,4,N,6,7829,N,38838,1,44953,41429,0.4736,44953,N,N,1,N,N,0,0,0,0,43415.01936
0,18412,0,0,4,/,12,2133,N,14469,6,25164,43090,0.5359,25164,N,N,6,/,N,0,0,0,0,43230.18582
0,54950,0,0,8,N,12,17107,N,49070,0,39145,39846,0.1704,39145,N,N,0,1,N,3,1,1,0,43157.33699
0,59500,0,0,7,N,9,11417,N,161059,0,130346,38667,0.3958,130346,N,N,0,N,1,1,1,1,1,43409.66624
0,386293,0,0,5,N,5,6140,N,81878,0,79237,42139,0.9357,79237,N,N,0,1,N,1,1,1,0,43495.88885
0,377261,1091,2,14,N,23,65062,1,438757,2,443874,40266,0.6431,443874,N,N,2,N,N,2,1,1,1,43312.59926
0,577576,0,1,11,N,24,21535,N,293229,1,302649,41141,0.971,302649,N,N,3,N,N,3,0,0,0,43176.62199
0,138306,0,2,4,N,7,20816,N,346432,6,320409,40865,1.1381,320409,N,N,7,N,N,0,0,0,0,43193.36388
0,100000,0,4,5,1,7,1607,N,19738,4,20160,42096,0.8224,20160,N,N,4,N,N,1,1,0,0,43357.37083
0,52900,0,6,7,N,14,13775,N,135679,5,114814,40818,0.7008,114814,N,N,6,N,N,0,0,0,0,43427.00972
0,2800,0,0,5,N,7,3090,N,41711,0,40399,42150,0.826,40399,N,N,0,N,N,0,0,0,0,43496.75221
0,-9999,0,1,4,N,6,1398,N,24010,1,20510,42192,0.8575,20510,N,N,1,N,N,2,0,0,0,43191.76634
0,70136,0,0,8,1,18,22415,N,174723,6,171967,41508,0.9296,171967,1,N,6,1,1,7,1,1,1,43294.45197
0,20000,0,2,11,N,23,17109,N,129419,2,113888,40975,0.5266,113888,N,N,2,N,N,0,0,0,0,43476.64597
0,10000,0,2,6,N,7,7467,N,55595,1,68731,42137,0.2761,68731,N,N,2,N,N,0,0,0,0,43302.82975
0,8000,0,2,5,N,11,38428,N,401062,3,389216,39822,0.8358,389216,N,N,4,N,N,4,0,0,0,43171.73848
0,0,0,3,2,/,4,6011,N,122932,1,113578,42866,0.9914,113578,N,1,3,1,1,4,1,1,1,43188.87703
0,290310,0,1,5,1,8,11116,N,60192,1,54242,40857,0.678,54242,N,N,1,1,N,7,1,1,0,43289.36766
0,-9999,0,0,5,1,6,5855,N,71311,0,69742,41780,0.9904,69742,N,N,0,N,N,1,1,0,0,43174.96218
0,34328,0,1,4,1,7,20287,N,281509,1,275578,42137,0.9152,275578,N,N,1,N,N,3,1,0,0,43171.43679
0,-9999,0,0,7,N,8,2203,N,25802,0,17786,42549,0.3374,17786,N,N,0,N,N,0,0,0,0,43417.02632
0,40000,0,1,10,N,16,8818,N,145195,1,156308,39474,0.8668,156308,N,N,1,N,N,1,0,0,0,43369.68295
